,business_name,location,inspection_score
3095,One Boiling Pot,"(37.742893, -122.478559)",93.8
3096,Martita Restaurant,"(37.714843, -122.44244)",89.0909090909
3097,Wing Wings,"(37.772298, -122.429243)",96.0
3098,Wo Chong,"(37.795004, -122.407606)",76.7727272727
3099,Mollie Stone's Castro Market,"(37.760773, -122.436389)",85.0
3100,Bon Jour Patisserie,"(37.770728, -122.402962)",76.3571428571
3101,La Quinta Restaurant,"(37.758204, -122.418976)",92.8571428571
3102,Piccino,"(37.757815, -122.390141)",92.6666666667
3103,Let's Eat,"(37.731831, -122.391862)",94.0
3104,Red's Java House,"(37.788613, -122.393894)",93.6
3105,Zpizza,"(37.774722, -122.406761)",96.0
3106,Bay Subway,"(37.763473, -122.458202)",92.0
3107,Calif Pacific Medical Ctr -  Kitchen,"(37.786145, -122.455913)",93.0
3108,California Pacific Medical Center - Cafe,"(37.791426, -122.431039)",95.3333333333
3109,California Pacific Medical Ctr - Hospital Kitchen,"(37.791426, -122.431039)",93.0
3110,Peasant Pies,"(37.770925, -122.391526)",100.0
3111,Subway,"(37.784884, -122.409425)",92.375
3112,CMPC - St. Lukes Cafeteria,"(37.748044, -122.42125)",100.0
3113,Layaly,"(37.7817821999999, -122.4855277)",85.0
3114,Wok And Go,"(37.752988, -122.406682)",78.6666666667
3115,Cordova Market,"(37.713426, -122.436347)",87.6
3116,Palio Cafe,"(37.763473, -122.458202)",84.875
3117,Cafe Terzetto,"(37.817451, -122.368257)",95.25
3118,Sidekick,"(37.795225, -122.39377)",100.0
3119,Fuzio Universal Bistro,"(37.794588, -122.399642)",91.0
3120,Geppetto LLC,"(37.798648, -122.408554)",95.5
3121,Baysubway 04,"(37.769544, -122.390422)",97.6666666667
3122,Soup Freaks/Eat Healthy,"(37.786768, -122.40124)",94.0
3123,Manna,"(37.763983, -122.46709)",84.5
3124,Cafe 24,"(37.766406, -122.398419)",91.0
3125,Publico,"(37.777122, -122.419639)",94.8
3126,Cantata Coffee Shop,"(37.769616, -122.450366)",92.6
3127,Carmelina's Cafe,"(37.767664, -122.415456)",89.3333333333
3128,Jackson Fillmore Trattoria,"(37.792658, -122.434556)",89.7142857143
3129,Nob Hill Liquors,"(37.790208, -122.417197)",88.7777777778
3130,Panda Express,"(37.763473, -122.458202)",88.8333333333
3131,Locanda,"(37.763984, -122.421766)",94.0
3132,Bluestem Brasserie,"(37.785078, -122.403532)",71.5454545455
3133,La Cocina,"(37.7946507, -122.3998262)",99.0
3134,Radish,"(37.760124, -122.420769)",95.5
3135,An The Go,"(37.777122, -122.419639)",91.7142857143
3136,Batter Up,"(37.716703, -122.441228)",94.3333333333
3137,"Aslam's Rasoi, Inc.","(37.756293, -122.421016)",96.5
3138,DNA Pizza,"(37.770973, -122.412851)",81.7777777778
3139,Yellow Submarine,"(37.764136, -122.463146)",76.0
3140,La Ciccia,"(37.742064, -122.426618)",95.6666666667
3141,Kobe Bento,"(37.796463, -122.405224)",91.6666666667
3142,"House of Dim Sum, Inc.","(37.795873, -122.407495)",70.935483871
3143,Subway #25578,"(37.794576, -122.396643)",85.2
3144,Pacific Street Fish Market,"(37.796583, -122.408413)",85.6666666667
3145,Escape From New York Pizza,"(37.782227, -122.397762)",96.5
3146,Gott's Roadside Tray Gourmet,"(37.795225, -122.39377)",94.8
3147,Tacko Shop,"(37.798273, -122.435774)",88.3333333333
3148,Focaccia Market Bakery,"(37.791227, -122.398872)",82.0
3149,Krua Thai Kitchen,"(37.764788, -122.424462)",92.4444444444
3150,Golden Veggie Market,"(37.790324, -122.420664)",93.0
3151,Doc's of the Bay,"(37.834628, -122.264171)",86.2222222222
3152,Subway Sandwiches #25379,"(37.788828, -122.400971)",90.4
3153,THE COFFEESMITH,"(37.781381, -122.417186)",90.5
3154,Eleven O One,"(37.787074, -122.419984)",92.25
3155,Red House Bakery,"(37.72618, -122.403082)",81.125
3156,Coastside Farms and Specialties,"(37.755676, -122.4196146)",100.0
3157,Blarney Stone,"(37.780234, -122.479979)",93.0
3158,Mediterrean Food,"(37.760598, -122.503259)",80.7
3159,Coastside Farms and Specialties,"(37.768712, -122.3902089)",100.0
3160,Le Meridien SF Main Kitchen/Employee Cafeteria,"(37.799005, -122.399862)",98.6666666667
3161,Le Meridien SF Park Grill Restaurant & Bar,"(37.799005, -122.399862)",94.8
3162,Subway#51109,"(37.778704, -122.391359)",91.7777777778
3163,Gyro King,"(37.788227, -122.400129)",88.0
3164,Haight Street Happy Donuts,"(37.769438, -122.451771)",92.0
3165,Venga Empanadas,"(37.765834, -122.421926)",87.8181818182
3166,Mr. Pizza Man,"(37.756133, -122.408164)",88.5555555556
3167,Sakesan,"(37.782898, -122.466011)",90.3636363636
3168,Chinese Immersion School,"(37.769418, -122.444264)",94.1666666667
3169,McCauley's School (6th floor),"(37.773657, -122.454417)",96.2857142857
3170,Sugarhill Kitchen,"(37.801173, -122.425467)",89.8
3171,Subway #27657,"(37.788764, -122.412027)",92.0
3172,CHAMBERS eat + drink,"(37.783194, -122.418096)",94.0
3173,Bubba Gump Shrimp Co.,"(37.80824, -122.410189)",88.4
3174,Spices Restaurant,"(37.778382, -122.462787)",85.6666666667
3175,Ristorante Milano,"(37.795398, -122.419044)",96.0
3176,Roma Pizzeria,"(37.717423, -122.440265)",80.0
3177,Al's Super Cafe,"(37.744324, -122.420831)",92.6666666667
3178,Bamboo Asia,"(37.774998, -122.418299)",80.2222222222
3179,Naked Lunch,"(37.798028, -122.405673)",77.0588235294
3180,Super Duper,"(37.787097, -122.404122)",89.4
3181,Boxing Room,"(37.777833, -122.422797)",78.0666666667
3182,Capurro's,"(37.807649, -122.420744)",86.0
3183,Diane Feinstein Elementary School,"(37.739643, -122.481876)",99.6666666667
3184,Sanguchon,"(37.763625, -122.399719)",88.2
3185,Oasis Grill,"(37.783208, -122.402719)",88.6666666667
3186,Pearl's Deluxe Burgers,"(37.787677, -122.413634)",99.3333333333
3187,Olivier's Butchery,"(37.758348, -122.387442)",98.6666666667
3188,San Sun Restaurant,"(37.795108, -122.407213)",84.0
3189,Annakoot,"(37.779847, -122.418985)",88.0
3190,Claudine,"(37.790703, -122.404257)",91.5
3191,Ziggy's Burger & Grill,"(37.793865, -122.396493)",80.3076923077
3192,Luv a Java,"(37.748595, -122.424997)",88.3571428571
3193,"Ritual Coffee Roasters, Inc.","(37.776085, -122.424189)",92.0
3194,AFC Sushi @ Mollie Stone's #9,"(37.760773, -122.436389)",97.0
3195,Alfred Schilling Catering,"(37.75072, -122.388478)",100.0
3196,Cake Coquette,"(37.739764, -122.409475)",97.0
3197,"Food & Liquor World, Inc.","(37.787638, -122.413865)",89.2727272727
3198,Little Griddle,"(37.776154, -122.418049)",83.0
3199,Izakaya Kou,"(37.784007, -122.432816)",91.6
3200,Happy Donut,"(37.796607, -122.404883)",91.1666666667
3201,Amphawa Thai Noodle House,"(37.780733, -122.473114)",81.6923076923
3202,Tempest,"(37.781249, -122.406222)",84.25
3203,La Mission Market,"(37.763634, -122.419485)",83.7272727273
3204,Martita's Restaurant,"(37.722776, -122.392864)",79.8181818182
3205,Castro Village Wine Co.,"(37.759229, -122.435079)",96.0
3206,The Posh Bagel,"(37.764088, -122.465872)",85.0
3207,Melody Lounge,"(37.742073, -122.422133)",90.1
3208,The Fog Lifter Cafe,"(37.725304, -122.46241)",91.3333333333
3209,Chairman Bao,"(37.721453, -122.48629)",91.0
3210,Cafe Majestic,"(37.787118, -122.425414)",94.8
3211,Nizario's Pizza #2,"(37.760893, -122.434459)",91.1666666667
3212,Cafe Bunn Mi,"(37.782953, -122.4637)",77.0
3213,Coffee To The People,"(37.769999, -122.445267)",99.3333333333
3214,Subway Sandwich #41309,"(37.774722, -122.406761)",83.2857142857
3215,Back Yard,"(37.7976606, -122.4287466)",86.0714285714
3216,Sweet Hut,"(37.782893, -122.464948)",80.7058823529
3217,Sausalito Cafe,"(37.795313, -122.403244)",100.0
3218,Canela,"(37.7649992, -122.432524)",88.0
3219,Arabian Nights,"(37.759484, -122.419107)",94.0
3220,Lucky Horseshoe Bar LLC,"(37.739161, -122.416967)",98.0
3221,Charley's Grilled Subs,"(37.784317, -122.407563)",84.375
3222,Del Popolo LLC,"(37.752274, -122.426336)",98.6666666667
3223,Turtle Tower Restaurant,"(37.780348, -122.480861)",83.3333333333
3224,Sur La Table,"(37.784848, -122.406892)",91.75
3225,Pacific Puffs,"(37.777122, -122.419639)",98.0
3226,Prubechu,"(37.7514883, -122.4181169)",95.7142857143
3227,SFGH Volunteer Dept.,"(37.756873, -122.40438)",96.0
3228,La Fusion,"(37.791743, -122.403677)",80.0
3229,Mela Tandoori Kitchen,"(37.781168, -122.419494)",85.0
3230,Java House LLC,"(37.7819503, -122.3878795)",77.5714285714
3231,Midway Grill (Snack Shop),"(37.723698, -122.495289)",92.2
3232,Cypress Grill,"(37.723698, -122.495289)",92.0
3233,Kara's Cupcakes,"(37.757114, -122.388034)",98.0
3234,Western Donuts Shop #2,"(37.717042, -122.440524)",92.8571428571
3235,John King Senior Center,"(37.715037, -122.413743)",100.0
3236,Kama Sushi,"(37.746962, -122.426905)",90.6
3237,Godzila Sushi,"(37.786229, -122.439984)",85.6
3238,Curry Boyzz,"(37.760798, -122.436783)",77.2307692308
3239,Another Cafe,"(37.790253, -122.415357)",79.5625
3240,New Woey Loy Goey Restaurant,"(37.796013, -122.406507)",75.5714285714
3241,The Ice Cream Bar,"(37.766567, -122.450189)",90.0
3242,Tacolicious,"(37.760974, -122.421456)",88.2857142857
3243,Chipotle Mexican Grill,"(37.733944, -122.490438)",100.0
3244,Streets,"(37.782506, -122.418993)",96.0
3245,Lee's Deli,"(37.793996, -122.400096)",86.3333333333
3246,DR. TEETH AND THE ELECTRIC MAYHEM,"(37.759824, -122.419136)",87.0
3247,Green Island Restaurant,"(37.781208, -122.462432)",80.9583333333
3248,MINT,"(37.778492, -122.418291)",100.0
3249,Paris Pizza,"(37.798168, -122.404605)",76.5
3250,Brick and Mortar,"(37.769735, -122.420174)",93.5
3251,Giordano Bros.,"(37.764953, -122.422113)",96.0
3252,Soma Restaurant And Bar,"(37.782854, -122.406662)",83.5
3253,Sozai,"(37.7638466, -122.4741211)",74.4
3254,The Pastry Cupboard,"(37.774459, -122.420288)",89.8333333333
3255,Little Vine,"(37.801109, -122.407756)",94.8
3256,Stanza,"(37.769563, -122.450097)",91.7
3257,Thai Idea Vegetarian,"(37.783265, -122.419137)",77.4285714286
3258,The Melt,"(37.7872, -122.400097)",92.0
3259,Burger King 3684,"(37.783196, -122.420985)",93.7142857143
3260,BK11852,"(37.775314, -122.412819)",88.7272727273
3261,Cafe Savor,"(37.751513, -122.430048)",93.0
3262,Peninsula Seafood Restaurant,"(37.79607, -122.405846)",71.4090909091
3263,Clancey's Market-Deli,"(37.762597, -122.500265)",99.0
3264,Izakaya Yuzuki,"(37.761603, -122.423869)",91.0
3265,Lite Bite,"(37.797978, -122.428754)",98.0
3266,La Espiga De Oro,"(37.752768, -122.410392)",87.9
3267,Camp,"(37.781198, -122.462511)",88.3333333333
3268,Palio Paninoteca,"(37.757114, -122.388034)",96.0
3269,Celtic Catering,"(37.785367, -122.396922)",92.4444444444
3270,Deli Board,"(37.777504, -122.406948)",87.0
3271,Caffe Moda,"(37.778468, -122.410029)",99.0
3272,Two Sisters Bar and Books,"(37.776503, -122.425797)",96.0
3273,Subway Sandwich,"(37.794168, -122.396457)",100.0
3274,Mi Tierra Market,"(37.764665, -122.419558)",71.3157894737
3275,Zynga,"(37.770384, -122.404291)",100.0
3276,Elite Audio Coffee & Wine Bar,"(37.757923, -122.393914)",92.3333333333
3277,Akiba,"(37.781585, -122.492793)",91.5
3278,The Hummus Guy,"(37.7803868, -122.4129543)",100.0
3279,Pho Vietnam San Francisco,"(37.78973, -122.420445)",87.4545454545
3280,Park Tavern,"(37.801068, -122.409267)",76.5454545455
3281,Bai Som Thai Kitchen,"(37.782103, -122.482089)",89.75
3282,Mifune Bistro,"(37.785227, -122.431472)",82.8
3283,Super Duper Burgers,"(37.800344, -122.439697)",88.5555555556
3284,Jang Soo BBQ,"(37.780068, -122.487241)",81.3846153846
3285,Specialty's Cafe & Bakery,"(37.788294, -122.396419)",86.0
3286,7-Eleven #2366-34977,"(37.789118, -122.409048)",92.0
3287,Tupelo,"(37.799293, -122.407334)",77.3636363636
3288,Beachside Coffee Bar & Kitchen,"(37.760338, -122.508241)",88.4545454545
3289,Katherine Delmar Burke School,"(37.783563, -122.493134)",98.5
3291,Mozzeria,"(37.764758, -122.424872)",94.4
3292,Alicia's Tamales Los Mayas,"(37.777122, -122.419639)",84.0
3293,"Sushi In, LLC","(37.800258, -122.440894)",93.0
3294,The Melt,"(37.789394, -122.390073)",100.0
3295,RIVERSIDE SEAFOOD RESTAURANT,"(37.739065, -122.479769)",74.7037037037
3296,Zcrepes,"(37.767692, -122.393977)",94.4
3297,Cybernet Entertainment,"(37.768168, -122.419995)",99.0
3298,The Melt,"(37.794588, -122.399642)",100.0
3299,"Asana, Inc.","(37.767525, -122.410737)",100.0
3300,Biergarten,"(37.77601, -122.424175)",92.0
3301,Etcetera Wine Bar,"(37.760294, -122.421386)",98.0
3302,Chipotle Mexican Grill #1560,"(37.807923, -122.417887)",93.5
3303,"Williams-Sonoma, Inc.","(37.807127, -122.409464)",86.4
3304,Steins,"(37.782784, -122.467159)",100.0
3305,La Jefa,"(37.749871, -122.405648)",85.6666666667
3306,Sodexo @ Academy of Art University,"(37.782463, -122.419094)",87.0
3307,Sodexo @ Academy of Art University,"(37.782463, -122.419094)",94.0
3308,Wonglee LLC,"(37.7960557, -122.4072982)",73.2222222222
3309,The Cow Hollow Market,"(37.798624, -122.437525)",88.75
3310,Pine & Jones Market,"(37.790468, -122.414094)",82.2105263158
3311,San Tung Restaurant LLC,"(37.763891, -122.468805)",63.6666666667
3312,Indigo Restaurant,"(37.779674, -122.423307)",81.8333333333
3313,Umami Burger SF,"(37.797168, -122.435124)",91.4285714286
3314,Lite Bite,"(37.800158, -122.433794)",90.5
3315,Roxie Market & Deli,"(37.760318, -122.466321)",75.0
3316,Sweet Inspiration Bakery,"(37.765126, -122.43174)",87.6
3317,"Wycen Foods, Inc.","(37.793676, -122.407747)",94.0
3318,Phoenix Pastificio,"(37.7278702, -122.4770819)",100.0
3319,La Fina Estampa,"(37.788603, -122.420737)",95.0
3320,AQ Restaurant & Bar,"(37.779464, -122.410486)",85.625
3321,Soma Chicken and Salad,"(37.792577, -122.393992)",100.0
3322,Soo Fong Restaurant,"(37.741829, -122.388098)",84.2
3323,Phat Thai,"(37.777122, -122.419639)",92.2
3324,The Dark Horse Inn,"(37.716105, -122.440422)",94.3333333333
3325,Hickory Farms #10916,"(37.728497, -122.475639)",96.0
3326,Southern Pacific Brewing,"(37.760192, -122.413792)",95.0
3327,Tonight Restaurant,"(37.743093, -122.474149)",81.0
3328,Subway Sandwiches,"(37.788864, -122.394613)",89.6666666667
3329,Farmhouse Culture,"(37.7946507, -122.3998262)",98.0
3330,Keiko a Nob Hill,"(37.793068, -122.414407)",91.25
3331,Namu Gaji,"(37.761554, -122.425956)",93.0
3332,Good Orchard Bakery,"(37.723532, -122.435636)",78.0
3333,Azucar Lounge,"(37.774722, -122.406761)",94.0
3334,ITHAI,"(37.787691, -122.413717)",69.0
3335,King of Thai Noodles Cafe,"(37.742703, -122.482819)",84.0666666667
3336,Rolling-Out,"(37.742678, -122.484682)",91.875
3337,Stow Lake Boathouse Company,"(37.721453, -122.48629)",94.3333333333
3338,Burger Urge,"(37.769803, -122.448357)",90.125
3339,Chipotle Mexican Grill #1702,"(37.784317, -122.407563)",94.8571428571
3340,Mayo & Mustard,"(37.785144, -122.398383)",92.8571428571
3341,Bay Subs & Deli,"(37.789923, -122.433782)",94.4
3342,Harrow,"(37.791534, -122.404214)",80.0
3343,Esposto's Deli,"(37.767692, -122.393977)",89.1428571429
3344,Joey & Pat's Bakery & Coffee Shop,"(37.757415, -122.414496)",100.0
3345,KenKen Ramen LLC,"(37.761888, -122.418842)",93.3333333333
3346,Saru,"(37.751648, -122.428783)",92.6666666667
3347,Hong Kong Lounge II,"(37.781658, -122.454393)",79.1176470588
3348,After Osha,"(37.789413, -122.407511)",79.5714285714
3349,Joy Hing BBQ Noodles House,"(37.794597, -122.404777)",90.6666666667
3350,Dobbs Ferry Restaurant,"(37.777104, -122.423044)",92.0
3351,Sushi Taka,"(37.793669, -122.404578)",89.3333333333
3352,Zoomaak,"(37.784007, -122.432816)",91.3333333333
3353,Big Four Restaurant,"(37.791643, -122.412067)",76.5
3354,Southpaw BBQ,"(37.762317, -122.419454)",96.0
3355,King's Thai Cuisine,"(37.783028, -122.463141)",75.3636363636
3356,Dear Mom,"(37.765459, -122.413462)",88.25
3357,The Coffee Bean and Tea Leaf,"(37.790794, -122.402304)",86.5
3358,Subs on Hubs,"(37.77102, -122.40599)",84.4814814815
3359,Pearl Market,"(37.780783, -122.438984)",92.0
3360,The Social Study,"(37.7841532, -122.4324573)",81.2222222222
3361,Recchiuti Chocolate Lab,"(37.7577471, -122.3895576)",96.6666666667
3362,Foundation Cafe & Bakery,"(37.779847, -122.418985)",89.2
3363,Yuubi Japanese Restaurant,"(37.777157, -122.464045)",89.875
3364,Mission dolores Academy,"(37.764488, -122.428031)",94.0
3365,The Chairman Truck,"(37.777122, -122.419639)",88.5454545455
3366,Doctor's Lounge,"(37.720872, -122.437796)",91.25
3367,Precita Park Cafe,"(37.747114, -122.410459)",94.0
3368,Prather Ranch Meat Co.,"(37.795225, -122.39377)",100.0
3369,Hilton Financial District,"(37.795057, -122.404876)",100.0
3370,Tataki Canyon,"(37.734576, -122.433528)",93.4
3371,Noori,"(37.7637377, -122.4787546)",84.5384615385
3372,Old Skool Cafe,"(37.73434, -122.390559)",87.7142857143
3373,Dottie's True Blue Cafe,"(37.774722, -122.406761)",89.625
3374,Free Farm Stand project of the No Penny Opera,"(37.753455, -122.415203)",100.0
3375,Teavana Corporation,"(37.784317, -122.407563)",91.1428571429
3376,Caffe Central,"(37.784848, -122.406892)",87.4
3377,Moya,"(37.774722, -122.406761)",85.0
3378,"Mariposa Baking Co., Inc.","(37.795225, -122.39377)",100.0
3379,Cafeto Coffee Shop,"(37.736078, -122.424108)",96.8
3380,Estela's,"(37.789763, -122.411787)",86.8571428571
3381,City Chopsticks,"(37.789763, -122.411787)",85.4
3382,Focaccia Market Bakery,"(37.776002, -122.392958)",82.5454545455
3383,Yummy Yummy,"(37.796828, -122.407804)",77.0
3384,Maven Restaurant,"(37.771937, -122.431934)",94.6666666667
3385,Andronico's Commity Markets,"(37.763858, -122.471122)",73.0
3386,"Home Maid Ravioli Co., Inc.","(37.755676, -122.4196146)",100.0
3387,The Chai Cart,"(37.7672783, -122.4222935)",93.7142857143
3388,Per Diem,"(37.789575, -122.401091)",91.3333333333
3389,Philz Coffee,"(37.751058, -122.438272)",91.4285714286
3390,Burger King 5830,"(37.744062, -122.404475)",96.6666666667
3391,Original Joe's,"(37.800363, -122.409477)",84.6153846154
3392,Ki��n Thanh,"(37.783488, -122.4147949)",83.8571428571
3393,Freshroll,"(37.783841, -122.403325)",78.1333333333
3394,Gilberth's Rottiserie & Grill,"(37.758903, -122.388238)",89.2
3395,Hot Pot Garden,"(37.742933, -122.477599)",75.0
3396,flourChylde Bakery,"(37.7891638, -122.4029793)",100.0
3397,Vinyl Cafe and Wine Bar,"(37.772748, -122.437414)",82.1111111111
3398,Radio Africa & Kitchen,"(37.734652, -122.390872)",91.75
3399,Cento 330 Ritch Street,"(37.778743, -122.393783)",100.0
3400,Sheng Kee Bakery & Cafe,"(37.7641915, -122.4667067)",86.5714285714
3401,Subway Sandwiches #53761,"(37.798712, -122.400585)",95.3333333333
3402,State Bird Provisions,"(37.783704, -122.432824)",96.0
3403,I-Skewers,"(37.7610804, -122.4879193)",86.5625
3404,Tower Burger,"(37.744127, -122.453593)",90.0
3405,Gourmet Carousel,"(37.789073, -122.423784)",75.0769230769
3406,Bob's Grill & Grocery,"(37.749554, -122.411576)",87.3636363636
3407,Wise Sons Deli,"(37.752468, -122.415332)",95.0
3408,Silverstone Cafe,"(37.752308, -122.417962)",92.375
3409,Happy Yogurt,"(37.779613, -122.493349)",99.0
3410,Calabria Bros.,"(37.722162, -122.436695)",95.0
3411,Chomp & Swig,"(37.782383, -122.475929)",92.0
3412,SF Soup Co.,"(37.776002, -122.392958)",76.8888888889
3413,Jane Hammond Events Inc.,"(37.727415, -122.365781)",98.0
3414,Bacon Bacon LLC,"(37.7670631, -122.4466285)",84.4
3415,U-Sushi,"(37.790697, -122.399563)",83.0
3416,Mixt Greens,"(37.788426, -122.399371)",81.6
3417,Mixt Greens,"(37.794347, -122.394932)",100.0
3418,Four Barrel Coffee,"(37.776417, -122.438037)",84.0
3419,AFC SUSHI at Mollie Stone's #10,"(37.744876, -122.452425)",96.0
3420,A&M LIQUOR,"(37.786928, -122.426964)",98.0
3421,Balboa Theater,"(37.775752, -122.497655)",93.3333333333
3422,MV Bay Breeze,"(37.809167, -122.411389)",98.0
3423,MV Pisces,"(37.808494, -122.412)",96.0
3424,MV Scorpio,"(37.809167, -122.411389)",96.6666666667
3425,MV Taurus,"(37.808494, -122.412)",100.0
3426,Navin Thai Restaurant,"(37.794534, -122.409684)",93.5
3427,Walgreens #1126,"(37.7656325, -122.4194332)",96.0
3428,Fresh Bay Cafe,"(37.803627, -122.433503)",84.2307692308
3429,New Big Lantern,"(37.764848, -122.423382)",81.125
3430,The Spice & Tea Exchange,"(37.80824, -122.410189)",99.0
3431,Walgreens #5618,"(37.791235, -122.400646)",94.6666666667
3432,Walgreens #893,"(37.79809, -122.408612)",92.125
3433,Walgreens #3185,"(37.785187, -122.406482)",96.5
3434,Walgreens #4680,"(37.787096, -122.404274)",97.2
3435,Walgreens #4609,"(37.777168, -122.416702)",95.2
3436,Newtree,"(37.789814, -122.398789)",81.0
3437,Capo's,"(37.7985318, -122.4083999)",76.5833333333
3438,Pig and Pie,"(37.752708, -122.411372)",94.5714285714
3439,Blackwood Thai Cuisine,"(37.800508, -122.438824)",89.0
3440,Mixt Greens,"(37.794643, -122.401395)",100.0
3441,Mixt Greens,"(37.791456, -122.400716)",81.0
3442,Vogue Theatre,"(37.788248, -122.446674)",91.0
3443,Hops & Hominy,"(37.789277, -122.405324)",94.5
3444,BASK,"(37.796095, -122.404063)",100.0
3445,Pharaohs,"(37.786787, -122.413329)",84.5714285714
3446,Lucky Strike San Francisco LLC,"(37.778216, -122.392033)",97.3333333333
3447,Rite Spot Cafe,"(37.7638409, -122.4149695)",83.0
3448,Flying Pig Bistro,"(37.766324, -122.417565)",78.5384615385
3449,Rose Food Mart,"(37.7560335999999, -122.4069179)",84.0454545455
3451,Mission's Kitchen,"(37.7532268, -122.418881)",79.4117647059
3452,Mission Bowling Club,"(37.763628, -122.416652)",91.6
3453,Miraloma Liquors,"(37.744516, -122.453036)",84.1428571429
3454,Chasing Lions Cafe,"(37.723638, -122.452273)",93.0
3455,Empero Taste,"(37.77554, -122.502142)",72.7727272727
3456,Ganim's Market,"(37.762686, -122.393975)",92.0
3457,"Purple Kow, Kams","(37.775755, -122.497595)",85.6428571429
3458,Cako Bakery,"(37.784548, -122.40419)",89.1111111111
3459,Cako Creamery,"(37.784548, -122.40419)",92.0
3460,Cafe Coco,"(37.7808001, -122.4644324)",85.0526315789
3461,San Francisco Soup Co.,"(37.784103, -122.403669)",92.0
3462,Bon Appetit @ Adobe,"(37.771742, -122.401677)",90.5714285714
3463,New Fortune Dim Sum,"(37.793295, -122.407788)",68.4444444444
3464,Sauce Belden,"(37.791458, -122.403787)",83.75
3465,Buckhorn Grills,"(37.784548, -122.40419)",78.4615384615
3466,Darn Good Food,"(37.791127, -122.404067)",83.0
3467,Kippu Japanese Restaurant,"(37.785639, -122.429841)",76.6875
3468,Bread and Butter Cafe,"(37.773682, -122.447735)",96.6666666667
3469,Yong Fong Co.,"(37.782939, -122.465631)",97.2
3470,The Roastery,"(37.7866011, -122.3991105)",86.0
3471,El Tomate Restaurant,"(37.752777, -122.410262)",90.0
3472,Cassava Bakery & Cafe,"(37.775705, -122.496453)",87.25
3473,Nizario's Pizza,"(37.764294, -122.421796)",94.6666666667
3474,The Fitzgerald Hotel,"(37.787848, -122.412123)",97.3333333333
3475,Pho Nice,"(37.716903, -122.441337)",85.7368421053
3476,Gioia Pizzeria,"(37.797424, -122.421991)",92.4444444444
3477,Rank Quickserve,"(37.730249, -122.429739)",91.6666666667
3478,Sorabol Metreon,"(37.786068, -122.462535)",84.0
3479,Wow Naan-N-Curry,"(37.764128, -122.464961)",74.0555555556
3480,Cerveceria De Mateveza,"(37.761385, -122.428488)",100.0
3481,Black Point Cafe,"(37.805568, -122.421764)",85.1818181818
3482,Bluxome Street Winery,"(37.7766049, -122.396713)",98.0
3483,Coriander Gourmet Thai,"(37.784103, -122.403669)",89.5555555556
3484,Osha Express,"(37.794347, -122.394932)",92.0
3485,Sweet Lauren Cakes LLC,"(37.739764, -122.409475)",99.0
3486,Ike's Place,"(37.720894, -122.478029)",83.0
3487,Balo Vietnamese Eatery,"(37.781714, -122.417132)",85.1428571429
3488,TL Tobacco & Market,"(37.7826338, -122.4141048)",92.0
3489,ABC Bakery Cafe,"(37.796133, -122.406237)",60.1739130435
3490,Central Kitchen & Salumeria,"(37.759379, -122.410915)",95.5
3491,Tres Truck,"(37.780084, -122.391278)",76.5714285714
3492,Region,"(37.7929077, -122.3923923)",87.0
3493,Kama Sushi Soma,"(37.774722, -122.406761)",70.7058823529
3494,Michael's Food Store,"(37.805463, -122.422156)",95.3333333333
3495,Tout Sweet Patisserie,"(37.78655, -122.40756)",94.6
3496,Sidewalk Juice,"(37.752565, -122.414125)",91.5714285714
3497,Xiao Long Bao,"(37.783079, -122.466017)",87.625
3498,Pretty Please Bakeshop,"(37.783545, -122.461458)",92.8571428571
3499,Grindz,"(37.782778, -122.468332)",86.0
3500,S & P Concessions - MV Napa,"(37.795274, -122.393421)",100.0
3501,S & P Concessions - MV Golden Gate Ferry,"(37.795274, -122.393421)",100.0
3502,The Sweet House,"(37.775818, -122.496401)",100.0
3503,Starbucks #16839,"(37.794551, -122.39319)",100.0
3504,"H & H Fresh Fish Company, Inc.","(37.7946507, -122.3998262)",98.0
3505,La Briciola  Restaurant,"(37.781451, -122.395927)",88.7142857143
3506,Subway Sandwich #28429,"(37.7869882, -122.3989223)",88.0
3507,Rice Paper Scissors,"(37.760275, -122.410986)",100.0
3508,Kichi Grill,"(37.785014, -122.40664)",83.5714285714
3509,Golden Gate Grill,"(37.7889961, -122.4088529)",96.0
3510,Moolicious Cafe and Crepe,"(37.790415, -122.400615)",83.875
3511,Elsy's Restaurant,"(37.7508114, -122.4181518)",85.5833333333
3512,Nopalito,"(37.765412, -122.466375)",86.5714285714
3513,Fox Market,"(37.783036, -122.417396)",96.5
3514,Dandelion Chocolate,"(37.761047, -122.421561)",96.0
3515,Joe's Ice Cream,"(37.780488, -122.477751)",94.3333333333
3516,Zeitgeist,"(37.770028, -122.422098)",88.8571428571
3517,Sanguchon 2,"(37.8067864, -122.4314179)",92.0
3518,"Shabuway, Men-Oh","(37.780674, -122.474243)",85.6923076923
3519,Anthony's Cookies,"(37.750238, -122.420401)",96.5
3520,Small Foods,"(37.782803, -122.393379)",86.0
3521,Farley's,"(37.763733, -122.466366)",93.8
3522,Harvey's Place,"(37.779807, -122.402887)",78.8
3523,Vanda Siam Restaurant,"(37.79373, -122.403974)",92.0
3524,Slurp Ramen,"(37.7940708, -122.4051035)",92.0
3525,Super Duper,"(37.784758, -122.403837)",82.2
3526,Bayshore Market Deli & Liquor,"(37.743065, -122.405284)",84.0
3527,All Good Pizza,"(37.738998, -122.389778)",94.0
