,business_name,location,inspection_score,foursquare_id,foursquare_name
2958,Taqueria El Buen Sabor #2,"(37.711887, -122.40542)",84.5,4c6211a886b6be9a2e6f8b34,Taqueria El Buen Sebor
2959,Bai Thong Thai Cuisine,"(37.775687, -122.422697)",73.45,4ccb7304511b236a29cbeac9,Bai Thong Thai Cuisine
2960,Blue Fog Market,"(37.797083, -122.427094)",85.5294117647,4a0b640ff964a520f1741fe3,Blue Fog Market
2961,Institute on Aging,"(37.781233, -122.457669)",100.0,4b05fa63f964a520cee622e3,Institute on Aging
2962,Dave's Food Store,"(37.759923, -122.397419)",97.0,4a639509f964a52060c51fe3,Dave's Food Store
2963,Marina Sushi Bar,"(37.800028, -122.434864)",86.5882352941,42911d00f964a520f2231fe3,Marina Sushi Bar
2964,Smokin' Warehouse BBQ,"(37.723466, -122.390795)",92.0,4cba10a0a33bb1f7c3248cfd,Smokin' Warehouse BBQ
2965,Bob's Donuts and Pastries,"(37.791914, -122.420984)",92.5,44cf44a2f964a52020361fe3,Bob's Donut & Pastry Shop
2966,Cotogna,"(37.797378, -122.403344)",92.4285714286,4cd0a38e5b5ca35de6317df0,Cotogna
2967,Latin Grill Express,"(37.805265, -122.423483)",88.8888888889,4d2e296fb97cb1f758db8c48,Latin Grill Express
2968,Bar Agricole LLC,"(37.771204, -122.413131)",87.5,4b4a4e86f964a5203d8326e3,Bar Agricole
2969,Mi Pueblito Market,"(37.752813, -122.418496)",88.0,4d4df8f7a7f86ea839a73cde,Mi Pueblito Market
2970,OMI Senior Center,"(37.717298, -122.471709)",100.0,4d498f8748a06dcbcd0371a2,OMI Senior Care
2971,Munchboxx,"(37.794554, -122.403827)",96.0,4c9ccb1d031337044a8558d5,Munchboxx
2972,Thai Cottage Restaurant,"(37.760413, -122.50555)",98.6666666667,4af4f086f964a52093f721e3,Thai Cottage
2973,Mission Groceteria,"(37.754298, -122.411272)",87.75,4a661987f964a52005c81fe3,Mission Groceteria
2974,Oakes Children's Center,"(37.745947, -122.412515)",92.0,4ba64f8ef964a520f14439e3,Oakes Childrens Center
2975,Jones,"(37.787117, -122.413186)",92.2857142857,4c53307e4623be9a0a0db5f0,Jones
2976,Sweet Maple Coffee Shop,"(37.785833, -122.434938)",77.0,,
2977,Mehfil Indian Cuisine & Bar,"(37.790923, -122.434264)",85.6666666667,4cc32f14be40a35d2996764c,Mehfil Indian Cuisine
2978,Ragazza,"(37.772473, -122.437324)",94.0,4c95857cf7cfa1cd0aaebe15,Ragazza
2979,Creative Catering,"(37.778313, -122.449816)",98.0,4e4ef280628441666987dc2b,Chef Pelle Creative Catering
2980,The Sycamore,"(37.762789, -122.419495)",87.1111111111,4c253819c11dc9b634d82624,The Sycamore
2981,Moyo's Yogurt,"(37.785457, -122.430317)",100.0,4c9e6ae98afca0933ec60016,MoYo's Frozen Yogurt
2982,Your Market,"(37.759173, -122.507956)",99.6,4d57338fa747b60cf8ad322b,Your Market
2983,Arizmendi Bakery,"(37.752612, -122.420769)",92.4,4ca4d6a3d7c33704acd2ac62,Arizmendi Bakery Panaderia & Pizzeria
2984,Fresco Pizza and Grill,"(37.789278, -122.420387)",80.0,4ca01b7b54c8a1cd71289d4b,Fresco Pizza Shawerma
2985,Nago Foods,"(37.7278702, -122.4770819)",100.0,5012dc62e4b0e259d29483ed,Whole Foods Market
2986,"Yummy Dim Sum & Fast Food, LLC","(37.794457, -122.407896)",63.2105263158,4eb9ce33722edc0eaef08d3e,Yummy Dim Sum
2987,House of Thai,"(37.786119, -122.418182)",82.2272727273,49e95478f964a520f1651fe3,House of Thai
2988,Dragon River Restaurant,"(37.780523, -122.47358)",71.1923076923,4a8a36d1f964a5200c0a20e3,Dragon River Restaurant
2989,Golden Gate Indian Cuisine & Pizza,"(37.758941, -122.48591)",85.9642857143,49bd4db7f964a52066541fe3,Golden Gate Indian Cuisine and Pizza
2990,BBC cafe,"(37.726, -122.401598)",90.8,4b9028d7f964a5203f7933e3,BBC Cafe
2991,Sweet Lime Inc.,"(37.785888, -122.435133)",85.6666666667,4ccb935c54f0b1f7909e10ca,Sweet Lime Thai Cuisine
2992,Sutter Pub and Restaurant,"(37.78881, -122.41188)",87.25,4eb7023b0039f4f9edb4507d,Sutter Pub & Restaurant
2993,Dogpatch Cafe,"(37.760575, -122.388398)",93.0,4a44fdeef964a520a3a71fe3,The Dogpatch Cafe
2994,Goody Goodie Cream & Sugar,"(37.767968, -122.413384)",86.8571428571,4bffe002f61ea59389e2ea13,Goody Goodie
2995,Littlegreencyclo LLC,"(37.777122, -122.419639)",90.4,555ee93f498ec3f83d8f9416,"LIFE SAVER'S CERTIFICATIONS, LLC / CA MOBILE NOTARY & LIVE SCAN, LLC"
2996,Hi Tops,"(37.7649114, -122.4316669)",95.3333333333,50baba7fe4b0cdd4bc1cf0ba,Hi Tops
2997,Fillmore Bake Shop,"(37.786951, -122.433362)",90.0,4cc9b728dbc376b0c687a4bc,Fillmore BakeShop
2998,Fatted Calf SF,"(37.775918, -122.423134)",92.0,4c996073db10b60cdde7896d,Fatted Calf
2999,"San Francisco Poultry, Inc.","(37.796583, -122.408413)",88.0,57782b91498e1059e57de5a2,San Francisco Poultry 2
3000,Aroma Tea Shop,"(37.778382, -122.462787)",93.0909090909,49d6ab5df964a520fc5c1fe3,Aroma Tea Shop 茗茶轩
3001,Leopold's,"(37.798887, -122.422317)",83.1818181818,4d0549672f96f04d94382254,Leopold's
3002,Piccadilly Fish & Chips,"(37.789299, -122.420352)",93.0,49d3b0d8f964a520075c1fe3,Piccadilly Fish & Chips
3003,Michael Mina Restaurant,"(37.793338, -122.399583)",85.8333333333,4cae131abf70236aa86305f9,Michael Mina
3004,Twenty Five Lusk,"(37.778414, -122.394411)",98.0,4c72eddd0e23b1f784201fdc,Twenty Five Lusk
3005,Yin McDonald's,"(37.779837, -122.431967)",94.3333333333,4ad3c458f964a52037e620e3,McDonald's
3006,Yoppi Yogurt,"(37.784848, -122.406892)",91.0,4bbfaae9f8219c747f65b010,Yoppi Yogurt
3007,Yin McDonalds,"(37.808323, -122.414668)",90.8571428571,4a031419f964a52088711fe3,McDonald's
3008,We Love Jam,"(37.7637067, -122.4660185)",100.0,4cd5e620fb718eececa44b88,Loveliness Wedding Galleria
3009,Sushirrito,"(37.787925, -122.400953)",85.4,5169c1b4498eb65b81bd735a,Sushirrito
3010,Shanghai Dumpling King,"(37.775813, -122.494499)",81.7619047619,49da8f69f964a520945e1fe3,Shanghai Dumpling King
3011,Twirl and Dip,"(37.777122, -122.419639)",97.3333333333,4c7d7e4e9221236aeb6c7f3d,Twirl And Dip
3012,Home Maid Ravioli Co.,"(37.7758817, -122.4384168)",100.0,4f32425f19836c91c7c5f03f,Home Maid Ravioli Co
3013,Whole Foods Market,"(37.769417, -122.453547)",95.8,4d5b5b343158cbff7a1ae28e,Whole Foods Market
3014,Hornblower Cruises & Events/SF Spirit,"(37.794551, -122.39319)",93.0,4c28d0f497d00f47256c40ea,Hornblower Cruises & Events
3015,Canchola's Bar,"(37.736323, -122.42428)",91.9090909091,4e424275fa7630be83fe0d9e,Canchola's Bar
3016,Pizzeria Sophia,"(37.725697, -122.463311)",91.2857142857,4cba7f52bac937047b49ec7c,Sophia's Pizza
3017,Wooly Pig Cafe,"(37.765184, -122.460028)",87.125,4d278413b818a35de03c8c8a,Wooly Pig Cafe
3018,Gold Coast Grill & Catering,"(37.720894, -122.478029)",87.5,4b7d7114f964a5208bbe2fe3,Gold Coast Grill
3019,Fresca Restaurant,"(37.764033, -122.4659)",84.0,4c5320aff5f3d13a06e5fbf7,Fresca
3020,Loving Hut Vegan Cuisine,"(37.764188, -122.463592)",78.6,4d0ea59d3e306dcbb9eea889,Loving Hut
3021,Leo's Hot Dogs,"(37.760054, -122.419166)",91.0,4e0ce4ea62e12464ea8dfbe4,Leo's Hot Dog Cart
3022,Eight Immortals,"(37.742754, -122.481659)",86.8666666667,4c709e86d274b60c9075da0d,8 Immortals Restaurant
3023,Creperie Saint Germain,"(37.786528, -122.397979)",90.0,4a8d9d75f964a5203f1020e3,CSG Express (Crêperie Saint-Germain)
3024,Henry's Hunan Restaurant,"(37.722252, -122.436625)",88.3636363636,4ceec3b83b03f04de88d3bdc,Henry's Hunan Restaurant
3025,Yoppi Frozen Yogurt,"(37.790067, -122.434027)",88.6666666667,4d9a6d6799c354816b06fe9a,Yoppi Frozen Yogurt
3026,Isobune Sushi SF,"(37.785457, -122.430317)",76.0,4b613fe4f964a520120e2ae3,Isobune Sushi
3027,Chinatown YMCA (Kitchen),"(37.793234, -122.406932)",92.0,4bc43583dce4eee12c04729d,YMCA
3028,Mow Lee Company,"(37.793907, -122.405863)",88.0,4e027e9c52b10583352bab67,Mow Lee
3029,Haight Street Market,"(37.769957, -122.447533)",90.0,458ff7cbf964a52021401fe3,Haight Street Market
3030,Straw,"(37.773928, -122.42419)",85.1764705882,4cd22d9f48b8370475c4fdde,Straw
3031,18 Reasons,"(37.761498, -122.425402)",95.5,4a287bf6f964a52029951fe3,18 Reasons
3032,Reveille Coffee,"(37.797327, -122.401957)",82.0,50ad5b86067d33c34bef6724,Réveille Coffee Co.
3033,Japacurry,"(37.777122, -122.419639)",85.0,4d262404f9406dcba94d928d,JapaCurry Truck
3034,Mint,"(37.778492, -122.418291)",89.6,3fd66200f964a5204bed1ee3,Mint Karaoke Lounge
3035,Chotto,"(37.799944, -122.437784)",85.4285714286,4ce588922b4e721ecf48352b,Chotto
3036,Locali Mediterranean,"(37.792027, -122.399686)",88.3,514763a0e4b07518a9e270c0,Locali Mediterranean
3037,Breaking Bread Sandwiches,"(37.795108, -122.396184)",94.0,4a81c8edf964a5208ff71fe3,Breaking Bread
3038,Andersen Bread,"(37.777053, -122.416939)",87.2,4cae4729562d224b8fe90488,Andersen Bread
3039,Cupcake Cove,"(37.792312, -122.399814)",86.0833333333,4cd3192053748eec6eb6782c,Cupcake Cove
3040,My Ivy Corp.,"(37.787323, -122.440323)",77.7692307692,4d4f762c3626a0934cdc10bd,My Ivy
3041,Jane,"(37.789404, -122.433954)",76.3636363636,4d50a1433626a093c29b1cbd,Jane
3042,Palmyra,"(37.771698, -122.433903)",82.3636363636,4d40d13acb84b60c78c489ab,Palmyra
3043,Taraval Pizza,"(37.742892, -122.478002)",97.2,4ad57a2ff964a5200c0321e3,Taraval Pizza
3044,Bay Gourmet Cafe,"(37.787424, -122.3986853)",100.0,49eb82e8f964a520eb661fe3,Baladie Gourmet Cafe
3045,Capricorn Coffees,"(37.7723146, -122.4118109)",85.0,4ae9f461f964a520f7b721e3,Capricorn Coffees Inc.
3046,S.F. Oceanic Restaurant,"(37.767945, -122.406726)",79.2,4cdf0748f8cdb1f7300f8f12,Forest Restaurant Supply
3047,Modera Liquor & Wine,"(37.780834, -122.46659)",94.0,4c5227299426c9285bfbec74,Modera Liquor & Wine
3048,New Alternatives,"(37.745437, -122.422345)",90.8571428571,4b02de4bf964a5208f4a22e3,New Alternatives Cafe
3049,Tope,"(37.799058, -122.407217)",90.8,4cccf271566aa093b11425fd,Tope
3050,Cellar Door,"(37.798366, -122.435831)",92.2222222222,51cdddfb498e160458df3e5f,Cellar Door
3051,Wasabi & Ginger,"(37.796646, -122.423754)",81.0,46a77f5ef964a52049491fe3,Wasabi & Ginger
3052,Magic Flute Restaurant,"(37.787373, -122.453117)",90.0,4a3e9f70f964a52027a31fe3,Magic Flute Ristorante
3053,Xpress Market,"(37.785861, -122.412954)",99.0,4a424d0ef964a520b7a51fe3,Whole Foods Market
3054,The Grove-Hayes,"(37.777026, -122.421361)",86.6666666667,4d360ff474662d435a429459,The Grove
3055,Ike's Place,"(37.764353, -122.430578)",92.0,5643b158498e259fa58fac97,Ike's Place
3056,Yakiniq Cafe,"(37.785738, -122.428824)",95.0,4cfae971d7206ea8caf23b69,yakiniQ Cafe
3057,2G Japanese Brasserie,"(37.781454, -122.420644)",71.0,,
3058,Hon's Wun Tun House,"(37.794197, -122.404697)",98.0,4a106844f964a520be761fe3,Hon's Wun Tun House
3059,Pause,"(37.773344, -122.421638)",86.0,4d3286985c2db60c793cc36c,Pause Wine Bar
3060,Masala Dosa,"(37.7627235, -122.4664747)",85.5555555556,4e1d1eadb61c7cb34d8f66d2,Masala Dosa
3061,The Old Clam House,"(37.743212, -122.405055)",87.0,4b22b38df964a520134c24e3,The Old Clam House
3062,Ana's Market,"(37.713153, -122.45641)",92.0,4de85bc9ae60293318ef6d88,Ana's Market
3063,Low Cost Meat Market #3,"(37.772178, -122.430234)",90.0,4e2329551f6effe84f82dd3f,Lo-Cost Meat Market
3064,House of Banquet,"(37.782663, -122.469359)",79.0,49e88fa5f964a52052651fe3,House of Banquet
3065,Mission Cheese,"(37.761147, -122.421534)",91.0,4d9517f1daec224b4c80f73d,Mission Cheese
3066,The Brixton,"(37.797238, -122.434533)",88.1818181818,4cc4a5f6dba3ef3bd29c0705,The Brixton
3067,Atelier Crenn,"(37.798403, -122.435804)",95.0,4d35122d8c42a1cd7c9e005e,Atelier Crenn
3068,Lers Ros Thai Noodle,"(37.777017, -122.42143)",76.1176470588,49dd8602f964a52018601fe3,Lers Ros Thai
3069,Bun Mee,"(37.788193, -122.433714)",87.625,4d91323e033ba35dab886b0d,Bun Mee
3070,The Hue De Laroque Farm,"(37.7278702, -122.4770819)",100.0,,
3071,Little Wok,"(37.732104, -122.474241)",93.3333333333,4dbb12fc93a08f92749b407a,Little Wok
3072,Cafe Fiore,"(37.751951, -122.422827)",86.9230769231,4dbf426781545e1cc7ca93ae,Fiore Caffè
3073,One Boiling Pot,"(37.742893, -122.478559)",93.8,55b1a8d8498e289c85186506,One Boiling Pot Mixian Noodles
3074,Martita Restaurant,"(37.714843, -122.44244)",89.0909090909,4d843cfa5ad3a093f23eccfd,Martita Restaurant
3075,Wing Wings,"(37.772298, -122.429243)",96.0,4dd8374fe4cd37c893c0483d,Wing Wings
3076,Wo Chong,"(37.795004, -122.407606)",76.7727272727,4f03921f4901a1400a729621,Wo Chong Company
3077,Mollie Stone's Castro Market,"(37.760773, -122.436389)",85.0,4d44694b4e5d3704fa32eb93,Mollie Stone's Markets
3078,Bon Jour Patisserie,"(37.770728, -122.402962)",76.3571428571,4a36e4c0f964a520f99d1fe3,Bonjour Patisserie
3079,La Quinta Restaurant,"(37.758204, -122.418976)",92.8571428571,4aede32ef964a520e9cf21e3,La Quinta
3080,Piccino,"(37.757815, -122.390141)",92.6666666667,4a6f9b3af964a52097d61fe3,Piccino Cafe
3081,Let's Eat,"(37.731831, -122.391862)",94.0,534b112d498eeee5748d4614,Let's Eat BBQ and More
3082,Red's Java House,"(37.788613, -122.393894)",93.6,40bd1880f964a520b3001fe3,Red's Java House
3083,Zpizza,"(37.774722, -122.406761)",96.0,4d5993e03281b1f743a0bc2f,zpizza
3084,Bay Subway,"(37.763473, -122.458202)",92.0,41059b00f964a520850b1fe3,San Francisco International Airport (SFO) (San Francisco International Airport)
3085,Calif Pacific Medical Ctr -  Kitchen,"(37.786145, -122.455913)",93.0,4c4596e6dd1f2d7f4f6081f9,California Pacific Medical Center - California Campus
3086,California Pacific Medical Center - Cafe,"(37.791426, -122.431039)",95.3333333333,4a329abbf964a520669a1fe3,California Pacific Medical Center - Pacific Campus
3087,California Pacific Medical Ctr - Hospital Kitchen,"(37.791426, -122.431039)",93.0,4c4596e6dd1f2d7f4f6081f9,California Pacific Medical Center - California Campus
3088,Peasant Pies,"(37.770925, -122.391526)",100.0,49f798cff964a520c26c1fe3,Peasant Pies
3089,Subway,"(37.784884, -122.409425)",92.375,49c9a28bf964a5208b581fe3,Subway
3090,CMPC - St. Lukes Cafeteria,"(37.748044, -122.42125)",100.0,,
3091,Layaly,"(37.7817821999999, -122.4855277)",85.0,4a99cfc7f964a520a03020e3,Layaly Mediterranean
3092,Wok And Go,"(37.752988, -122.406682)",78.6666666667,4d867fa281fdb1f75e5927c0,Wok N Go
3093,Cordova Market,"(37.713426, -122.436347)",87.6,4b319c80f964a520ad0925e3,Cordova Market
3094,Palio Cafe,"(37.763473, -122.458202)",84.875,4e4cc8a5bd413c4cc66c2288,Palio Caffe - UCSF
3095,Cafe Terzetto,"(37.817451, -122.368257)",95.25,4a5d263ef964a52049bd1fe3,Caffe Terzetto
3096,Sidekick,"(37.795225, -122.39377)",100.0,4c9a56329c66370486cd57fd,Cowgirl Creamery Sidekick Cafe & Milk Bar
3097,Fuzio Universal Bistro,"(37.794588, -122.399642)",91.0,4a90aa93f964a5200c1920e3,Fuzio Universal Bistro
3098,Geppetto LLC,"(37.798648, -122.408554)",95.5,4f29d37de4b0f07a96973c48,Geppetto Delicatessen
3099,Baysubway 04,"(37.769544, -122.390422)",97.6666666667,4f325f7019836c91c7d15dcd,Baysubway 02
3100,Soup Freaks/Eat Healthy,"(37.786768, -122.40124)",94.0,,
3101,Manna,"(37.763983, -122.46709)",84.5,4e0a83f41495b12d82382c71,Manna
3102,Cafe 24,"(37.766406, -122.398419)",91.0,4b22cd84f964a520cb4d24e3,Cafe 24
3103,Publico,"(37.777122, -122.419639)",94.8,4a7b6137f964a520daea1fe3,Publico Urban Taqueria
3104,Cantata Coffee Shop,"(37.769616, -122.450366)",92.6,458fe4a8f964a5201e401fe3,Coffee Cantata
3105,Carmelina's Cafe,"(37.767664, -122.415456)",89.3333333333,4b8802aaf964a520b4d831e3,Carmelina's Cafe
3106,Jackson Fillmore Trattoria,"(37.792658, -122.434556)",89.7142857143,3fd66200f964a520a3eb1ee3,Jackson Fillmore
3107,Nob Hill Liquors,"(37.790208, -122.417197)",88.7777777778,4b1f262df964a5206f2424e3,Nob Hill Liquors
3108,Panda Express,"(37.763473, -122.458202)",88.8333333333,47f19991f964a520914e1fe3,Panda Express
3109,Locanda,"(37.763984, -122.421766)",94.0,4db22d538154f5a745d9c093,Locanda
3110,Bluestem Brasserie,"(37.785078, -122.403532)",71.5454545455,4dd873967d8b3226640a417d,Bluestem Brasserie
3111,La Cocina,"(37.7946507, -122.3998262)",99.0,4df91401ae608a367cebc2c8,La Cocina Kiosk
3112,Radish,"(37.760124, -122.420769)",95.5,4da5fa6b4df024212d53ddb2,Radish Research
3113,An The Go,"(37.777122, -122.419639)",91.7142857143,4f8c76bde4b04a07616dc36e,Ghirardelli On-The-Go
3114,Batter Up,"(37.716703, -122.441228)",94.3333333333,4d8e960d5091a1cdea139401,Batter Up
3115,"Aslam's Rasoi, Inc.","(37.756293, -122.421016)",96.5,44e799b6f964a52094371fe3,Aslam's Rasoi
3116,DNA Pizza,"(37.770973, -122.412851)",81.7777777778,4d7448596820ba7ac1e73cfe,DNA Pizza
3117,Yellow Submarine,"(37.764136, -122.463146)",76.0,4a298355f964a5209f951fe3,The Yellow Submarine
3118,La Ciccia,"(37.742064, -122.426618)",95.6666666667,49bed272f964a520e3541fe3,La Ciccia
3119,Kobe Bento,"(37.796463, -122.405224)",91.6666666667,4df9180088778675b54aaf55,Quickly (Kobe Bento) 快可立
3120,"House of Dim Sum, Inc.","(37.795873, -122.407495)",70.935483871,4b76efbff964a520406c2ee3,House of Dim Sum
3121,Subway #25578,"(37.794576, -122.396643)",85.2,4bd6f7326798ef3b69e8658d,SUBWAY
3122,Pacific Street Fish Market,"(37.796583, -122.408413)",85.6666666667,4c50613338b0be9a21f56dfd,Main Street Meat & Fish Market
3123,Escape From New York Pizza,"(37.782227, -122.397762)",96.5,4a529c75f964a520cdb11fe3,Escape From New York Pizza
3124,Gott's Roadside Tray Gourmet,"(37.795225, -122.39377)",94.8,44d3ade1f964a5204b361fe3,Gott’s Roadside
3125,Tacko Shop,"(37.798273, -122.435774)",88.3333333333,4ddc8148d22df171990111bb,Tacko
3126,Focaccia Market Bakery,"(37.791227, -122.398872)",82.0,4dac8f3c8154abafc2da5a46,Focaccia Market Bakery
3127,Krua Thai Kitchen,"(37.764788, -122.424462)",92.4444444444,4e63c4e01838ad3d0f60a13e,KRUA THAI
3128,Golden Veggie Market,"(37.790324, -122.420664)",93.0,4e5befa5ae6015fd0d984e64,Golden Veggie Market
3129,Doc's of the Bay,"(37.834628, -122.264171)",86.2222222222,4d8d082ad265236a66dde816,Doc's Of The Bay
3130,Subway Sandwiches #25379,"(37.788828, -122.400971)",90.4,4585a376f964a520ab3f1fe3,Subway Sandwiches
3131,THE COFFEESMITH,"(37.781381, -122.417186)",90.5,4e2871a1d164bfc24f22ccb4,The Coffeesmith
3132,Eleven O One,"(37.787074, -122.419984)",92.25,4ddad1bcd16419ce672b2cbe,Eleven O One
3133,Red House Bakery,"(37.72618, -122.403082)",81.125,4b842e9bf964a520082631e3,Red House Bakery & Cafe
3134,Coastside Farms and Specialties,"(37.755676, -122.4196146)",100.0,,
3135,Blarney Stone,"(37.780234, -122.479979)",93.0,3fd66200f964a520dcec1ee3,Blarney Stone Bar & Restaurant
3136,Mediterrean Food,"(37.760598, -122.503259)",80.7,4a90954ff964a520a61820e3,Other Avenues Food Store
3137,Coastside Farms and Specialties,"(37.768712, -122.3902089)",100.0,,
3138,Le Meridien SF Main Kitchen/Employee Cafeteria,"(37.799005, -122.399862)",98.6666666667,,
3139,Le Meridien SF Park Grill Restaurant & Bar,"(37.799005, -122.399862)",94.8,,
3140,Subway#51109,"(37.778704, -122.391359)",91.7777777778,4aca55b6f964a5207ac120e3,Subway
3141,Gyro King,"(37.788227, -122.400129)",88.0,4ecab0a30e017e2f9da4049f,Gyro King
3142,Haight Street Happy Donuts,"(37.769438, -122.451771)",92.0,4b37c735f964a520024625e3,Happy Donuts
3143,Venga Empanadas,"(37.765834, -122.421926)",87.8181818182,4aedbfa0f964a5208bce21e3,Venga Empanadas
3144,Mr. Pizza Man,"(37.756133, -122.408164)",88.5555555556,49d55577f964a520885c1fe3,Mr Pizza Man
3145,Sakesan,"(37.782898, -122.466011)",90.3636363636,511c1d15e4b0d03f6aefa838,Sakesan Sushi & Bistro
3146,Chinese Immersion School,"(37.769418, -122.444264)",94.1666666667,4b035565f964a520af4e22e3,Chinese Immersion School at De Avila
3147,McCauley's School (6th floor),"(37.773657, -122.454417)",96.2857142857,4fd4347ae4b0d45a95aa0862,Grouse McNinja HQ 6th Floor
3148,Sugarhill Kitchen,"(37.801173, -122.425467)",89.8,57a7f5e1498ec1f9ef06c27f,Sugarhill Kitchen
3149,Subway #27657,"(37.788764, -122.412027)",92.0,4ac578b6f964a52028b220e3,SUBWAY
3150,CHAMBERS eat + drink,"(37.783194, -122.418096)",94.0,50e63342b0ed7e4688ddb834,CHAMBERS eat + drink
3151,Bubba Gump Shrimp Co.,"(37.80824, -122.410189)",88.4,4a975e5cf964a5207e2920e3,Bubba Gump Shrimp Co.
3152,Spices Restaurant,"(37.778382, -122.462787)",85.6666666667,3fd66200f964a520deec1ee3,Brother's Korean Restaurant
3153,Ristorante Milano,"(37.795398, -122.419044)",96.0,42b21280f964a5206f251fe3,Ristorante Milano
3154,Roma Pizzeria,"(37.717423, -122.440265)",80.0,4ce8842bd99f721e032db173,Roma Pizzeria
3155,Al's Super Cafe,"(37.744324, -122.420831)",92.6666666667,4b8abaebf964a520027d32e3,Al's Good Food Cafe
3156,Bamboo Asia,"(37.774998, -122.418299)",80.2222222222,4e1bb69d1f6e5708b22327ef,Bamboo Asia
3157,Naked Lunch,"(37.798028, -122.405673)",77.0588235294,4a8c5c11f964a520c40d20e3,Naked Lunch
3158,Super Duper,"(37.787097, -122.404122)",89.4,4ddd32f9d4c082f960d7fe2b,Super Duper Burger
3159,Boxing Room,"(37.777833, -122.422797)",78.0666666667,57742170498e184810ad7f1e,Boxing Room
3160,Capurro's,"(37.807649, -122.420744)",86.0,4a4e7309f964a5207aae1fe3,Capurro's
3161,Diane Feinstein Elementary School,"(37.739643, -122.481876)",99.6666666667,,
3162,Sanguchon,"(37.763625, -122.399719)",88.2,4e0b8bcf18a86d2caa7c3da4,Sanguchon Peruvian Food Truck
3163,Oasis Grill,"(37.783208, -122.402719)",88.6666666667,4a6f5d0ef964a520fdd51fe3,Oasis Grill
3164,Pearl's Deluxe Burgers,"(37.787677, -122.413634)",99.3333333333,49c6844cf964a52054571fe3,Pearl's Deluxe Burgers
3165,Olivier's Butchery,"(37.758348, -122.387442)",98.6666666667,4df50c476284fefe8fc7d2a4,Olivier's Butchery
3166,San Sun Restaurant,"(37.795108, -122.407213)",84.0,4b464552f964a520131c26e3,San Sun Restaurant 三陽餐室
3167,Annakoot,"(37.779847, -122.418985)",88.0,4e7d451fe5fa3008bb867627,Annakoot
3168,Claudine,"(37.790703, -122.404257)",91.5,5498cd21498edd4bb8ed6ad5,Claudine
3169,Ziggy's Burger & Grill,"(37.793865, -122.396493)",80.3076923077,4e1236026284edb6bade7742,Ziggy's Burgers
3170,Luv a Java,"(37.748595, -122.424997)",88.3571428571,44917b38f964a52071341fe3,Luv A Java
3171,"Ritual Coffee Roasters, Inc.","(37.776085, -122.424189)",92.0,42853f80f964a5200c231fe3,Ritual Coffee Roasters
3172,AFC Sushi @ Mollie Stone's #9,"(37.760773, -122.436389)",97.0,,
3173,Alfred Schilling Catering,"(37.75072, -122.388478)",100.0,,
3174,Cake Coquette,"(37.739764, -122.409475)",97.0,4c57a53db7a31b8d06da50da,Cake Coquette
3175,"Food & Liquor World, Inc.","(37.787638, -122.413865)",89.2727272727,49f356f8f964a5208a6a1fe3,Brenda's French Soul Food
3176,Little Griddle,"(37.776154, -122.418049)",83.0,50aa7312e4b099e2bd9d9a3f,Littlejohn's Candies
3177,Izakaya Kou,"(37.784007, -122.432816)",91.6,5226e7f42fc6889c73ad297f,Izakaya Kou
3178,Happy Donut,"(37.796607, -122.404883)",91.1666666667,45b35826f964a520ab411fe3,Happy Donuts
3179,Amphawa Thai Noodle House,"(37.780733, -122.473114)",81.6923076923,3fd66200f964a520d7ec1ee3,King of Thai Noodle
3180,Tempest,"(37.781249, -122.406222)",84.25,40919700f964a520e1f21ee3,Tempest
3181,La Mission Market,"(37.763634, -122.419485)",83.7272727273,4d6ad4d82bf0548164aac8ed,La Mission Market
3182,Martita's Restaurant,"(37.722776, -122.392864)",79.8181818182,53640c7d498e61af6a736d0b,Martita's Kitchen
3183,Castro Village Wine Co.,"(37.759229, -122.435079)",96.0,4b07637af964a52001fd22e3,Castro Village Wine Co.
3184,The Posh Bagel,"(37.764088, -122.465872)",85.0,49f31cb8f964a520676a1fe3,The Posh Bagel
3185,Melody Lounge,"(37.742073, -122.422133)",90.1,4e0f67401838f62321cf7077,Melody Cafe
3186,The Fog Lifter Cafe,"(37.725304, -122.46241)",91.3333333333,4df15c6bc65bf55ee522aada,The Fog Lifter Café
3187,Chairman Bao,"(37.721453, -122.48629)",91.0,54ef82ce498e4126ba01aa2b,Chairman Bao
3188,Cafe Majestic,"(37.787118, -122.425414)",94.8,4ee03a2030f810beca8a6694,Cafe Majestic
3189,Nizario's Pizza #2,"(37.760893, -122.434459)",91.1666666667,432a0b00f964a520db271fe3,Nizario's Pizza
3190,Cafe Bunn Mi,"(37.782953, -122.4637)",77.0,4e233347ae6015b212b7dd6e,Café Bunn Mi
3191,Coffee To The People,"(37.769999, -122.445267)",99.3333333333,43519800f964a520be281fe3,Coffee to the People
3192,Subway Sandwich #41309,"(37.774722, -122.406761)",83.2857142857,4585a376f964a520ab3f1fe3,Subway Sandwiches
3193,Back Yard,"(37.7976606, -122.4287466)",86.0714285714,4e21077052b1f82ffb9ae3ac,Back Yard Skating
3194,Sweet Hut,"(37.782893, -122.464948)",80.7058823529,4fb6c5bae4b064d53846fff9,Sweethut
3195,Sausalito Cafe,"(37.795313, -122.403244)",100.0,4b71e285f964a52029622de3,Sausalito Cafe
3196,Canela,"(37.7649992, -122.432524)",88.0,4e6794a814952e0a12f248f8,Canela Bistro & Wine Bar
